onset	duration	response_time	trial_type	block	value	exp_value
428.648	1.70	0.898	Test_2Back	8	n	n
430.848	1.70	1.132	Test_2Back	8	c	c
433.048	1.70	1.025	Test_2Back	8	n	c
435.248	1.70	1.142	Test_2Back	8	c	c
437.448	1.70	0.964	Test_2Back	8	n	n
439.648	1.70	1.105	Test_2Back	8	c	c
461.848	1.70	n/a	Test_3Back	9	n/a	n/a
464.048	1.70	n/a	Test_3Back	9	n/a	n/a
466.248	1.70	n/a	Test_3Back	9	n/a	n/a
468.448	1.70	1.106	Test_3Back	9	c	c
470.648	1.70	1.156	Test_3Back	9	c	c
472.848	1.70	1.212	Test_3Back	9	n	n
475.048	1.70	1.047	Test_3Back	9	n	n
477.248	1.70	1.129	Test_3Back	9	c	c
479.448	1.70	1.127	Test_3Back	9	c	c
481.648	1.70	1.145	Test_3Back	9	c	c
483.848	1.70	1.198	Test_3Back	9	c	c
486.048	1.70	1.072	Test_3Back	9	n	n
488.248	1.70	0.878	Test_3Back	9	c	c
490.448	1.70	1.102	Test_3Back	9	n	n
492.648	1.70	1.170	Test_3Back	9	c	n
494.848	1.70	1.106	Test_3Back	9	c	c
517.048	1.70	n/a	Test_1Back	10	n/a	n/a
519.248	1.70	0.828	Test_1Back	10	c	n
521.448	1.70	0.963	Test_1Back	10	n	c
523.648	1.70	0.919	Test_1Back	10	c	c
525.848	1.70	0.874	Test_1Back	10	n	n
528.048	1.70	0.893	Test_1Back	10	n	n
530.248	1.70	0.850	Test_1Back	10	c	c
532.448	1.70	0.933	Test_1Back	10	c	c
534.648	1.70	0.879	Test_1Back	10	c	c
536.848	1.70	0.962	Test_1Back	10	c	c
539.048	1.70	0.961	Test_1Back	10	c	c
541.248	1.70	0.895	Test_1Back	10	c	c
543.448	1.70	0.997	Test_1Back	10	n	n
545.648	1.70	0.948	Test_1Back	10	c	c
547.848	1.70	1.057	Test_1Back	10	n	n
550.048	1.70	0.982	Test_1Back	10	n	n
572.248	1.70	n/a	Test_2Back	11	n/a	n/a
574.448	1.70	n/a	Test_2Back	11	n/a	n/a
576.648	1.70	1.009	Test_2Back	11	n	n
578.848	1.70	0.960	Test_2Back	11	n	n
581.048	1.70	0.905	Test_2Back	11	c	c
583.248	1.70	0.988	Test_2Back	11	n	n
585.448	1.70	0.928	Test_2Back	11	c	c
587.648	1.70	0.961	Test_2Back	11	n	n
589.848	1.70	1.015	Test_2Back	11	n	c
592.048	1.70	1.053	Test_2Back	11	n	n
594.248	1.70	0.856	Test_2Back	11	c	c
596.448	1.70	1.045	Test_2Back	11	c	c
598.648	1.70	0.893	Test_2Back	11	c	c
600.848	1.70	0.852	Test_2Back	11	n	n
603.048	1.70	1.016	Test_2Back	11	c	n
605.248	1.70	1.033	Test_2Back	11	n	n
627.448	1.70	n/a	Test_3Back	12	n/a	n/a
629.648	1.70	n/a	Test_3Back	12	n/a	n/a
631.848	1.70	n/a	Test_3Back	12	n/a	n/a
634.048	1.70	1.224	Test_3Back	12	n	n
636.248	1.70	1.067	Test_3Back	12	n	n
638.448	1.70	1.168	Test_3Back	12	c	n
640.648	1.70	1.150	Test_3Back	12	n	n
642.848	1.70	1.072	Test_3Back	12	c	c
645.048	1.70	1.221	Test_3Back	12	n	n
647.248	1.70	1.083	Test_3Back	12	c	c
649.448	1.70	1.042	Test_3Back	12	c	c
651.648	1.70	1.257	Test_3Back	12	n	n
653.848	1.70	1.256	Test_3Back	12	n	n
656.048	1.70	1.155	Test_3Back	12	c	c
658.248	1.70	1.273	Test_3Back	12	c	c
660.448	1.70	1.030	Test_3Back	12	n	n
682.648	1.70	n/a	Test_1Back	13	n/a	n/a
684.848	1.70	0.869	Test_1Back	13	c	c
687.048	1.70	0.716	Test_1Back	13	n	n
689.248	1.70	0.821	Test_1Back	13	c	c
691.448	1.70	0.859	Test_1Back	13	n	n
693.648	1.70	0.921	Test_1Back	13	c	c
695.848	1.70	0.882	Test_1Back	13	c	c
698.048	1.70	1.042	Test_1Back	13	n	n
700.248	1.70	0.799	Test_1Back	13	n	c
702.448	1.70	1.031	Test_1Back	13	n	n
704.648	1.70	0.898	Test_1Back	13	n	n
706.848	1.70	0.801	Test_1Back	13	n	c
709.048	1.70	0.968	Test_1Back	13	c	c
711.248	1.70	0.876	Test_1Back	13	c	c
713.448	1.70	0.813	Test_1Back	13	c	c
715.648	1.70	0.917	Test_1Back	13	c	c
737.848	1.70	n/a	Test_2Back	14	n/a	n/a
740.048	1.70	n/a	Test_2Back	14	n/a	n/a
742.248	1.70	0.916	Test_2Back	14	n	n
744.448	1.70	0.803	Test_2Back	14	n	n
746.648	1.70	0.881	Test_2Back	14	c	c
748.848	1.70	0.964	Test_2Back	14	c	c
751.048	1.70	0.975	Test_2Back	14	c	c
753.248	1.70	1.006	Test_2Back	14	n	n
755.448	1.70	0.981	Test_2Back	14	n	c
757.648	1.70	0.964	Test_2Back	14	c	c
759.848	1.70	0.928	Test_2Back	14	c	c
762.048	1.70	1.112	Test_2Back	14	c	c
764.248	1.70	0.946	Test_2Back	14	n	n
766.448	1.70	1.058	Test_2Back	14	c	c
768.648	1.70	1.039	Test_2Back	14	c	c
770.848	1.70	1.010	Test_2Back	14	n	n
793.048	1.70	n/a	Test_3Back	15	n/a	n/a
795.248	1.70	n/a	Test_3Back	15	n/a	n/a
797.448	1.70	n/a	Test_3Back	15	n/a	n/a
799.648	1.70	1.252	Test_3Back	15	c	c
801.848	1.70	1.105	Test_3Back	15	c	c
804.048	1.70	1.304	Test_3Back	15	n	n
806.248	1.70	1.078	Test_3Back	15	c	c
808.448	1.70	1.075	Test_3Back	15	n	n
810.648	1.70	1.194	Test_3Back	15	n	c
812.848	1.70	1.166	Test_3Back	15	n	n
815.048	1.70	1.049	Test_3Back	15	c	c
817.248	1.70	1.276	Test_3Back	15	c	n
819.448	1.70	1.331	Test_3Back	15	n	n
821.648	1.70	1.201	Test_3Back	15	c	c
823.848	1.70	1.069	Test_3Back	15	c	c
826.048	1.70	1.117	Test_3Back	15	n	n
848.248	1.70	n/a	Test_1Back	16	n/a	n/a
850.448	1.70	1.018	Test_1Back	16	n	n
852.648	1.70	0.861	Test_1Back	16	c	c
854.848	1.70	0.918	Test_1Back	16	c	c
857.048	1.70	0.775	Test_1Back	16	n	n
859.248	1.70	0.966	Test_1Back	16	c	c
861.448	1.70	0.902	Test_1Back	16	n	n
863.648	1.70	1.002	Test_1Back	16	n	n
865.848	1.70	0.780	Test_1Back	16	n	n
868.048	1.70	0.923	Test_1Back	16	n	n
870.248	1.70	0.920	Test_1Back	16	n	n
872.448	1.70	0.852	Test_1Back	16	n	n
874.648	1.70	0.946	Test_1Back	16	n	n
876.848	1.70	0.813	Test_1Back	16	n	n
879.048	1.70	0.852	Test_1Back	16	c	c
881.248	1.70	0.929	Test_1Back	16	n	n
903.448	1.70	n/a	Test_2Back	17	n/a	n/a
905.648	1.70	n/a	Test_2Back	17	n/a	n/a
907.848	1.70	1.070	Test_2Back	17	n	n
910.048	1.70	1.109	Test_2Back	17	c	c
912.248	1.70	1.000	Test_2Back	17	n	n
914.448	1.70	1.039	Test_2Back	17	c	c
916.648	1.70	0.932	Test_2Back	17	c	c
918.848	1.70	0.857	Test_2Back	17	c	c
921.048	1.70	0.835	Test_2Back	17	n	n
923.248	1.70	1.061	Test_2Back	17	c	n
925.448	1.70	1.119	Test_2Back	17	c	c
927.648	1.70	1.106	Test_2Back	17	n	n
929.848	1.70	0.882	Test_2Back	17	n	n
932.048	1.70	0.956	Test_2Back	17	n	n
934.248	1.70	0.998	Test_2Back	17	n	n
936.448	1.70	1.013	Test_2Back	17	n	n
958.648	1.70	n/a	Test_3Back	18	n/a	n/a
960.848	1.70	n/a	Test_3Back	18	n/a	n/a
963.048	1.70	n/a	Test_3Back	18	n/a	n/a
965.248	1.70	1.036	Test_3Back	18	c	c
967.448	1.70	1.191	Test_3Back	18	c	c
969.648	1.70	1.125	Test_3Back	18	c	c
971.848	1.70	0.965	Test_3Back	18	n	n
974.048	1.70	1.132	Test_3Back	18	c	c
976.248	1.70	1.089	Test_3Back	18	n	n
978.448	1.70	1.180	Test_3Back	18	c	c
980.648	1.70	1.014	Test_3Back	18	n	n
982.848	1.70	1.114	Test_3Back	18	c	c
985.048	1.70	1.116	Test_3Back	18	n	n
987.248	1.70	1.113	Test_3Back	18	c	c
989.448	1.70	0.916	Test_3Back	18	c	c
991.648	1.70	1.186	Test_3Back	18	n	n
